Probe.Set.ID	UniGene.ID	Gene.Title	Gene.Symbol	RefSeq.Transcript.ID
217220_at	Hs.516864	DKFZP586K1520 protein	DKFZP586K1520	XM_376189 
217221_x_at	Hs.401509	RNA binding motif protein 10	RBM10	NM_005676 /// NM_152856 
217222_at	Hs.158949	Similar to Ig heavy chain V-I region HG3 precursor	V-set and immunoglobulin domain containing 6	XM_370835 
217223_s_at	Hs.517461	breakpoint cluster region	BCR	NM_004327 /// NM_021574 
217224_at	---	---	---	--- 
217225_x_at	Hs.227823	NODAL modulator 2	NOMO2	NM_001004060 /// NM_173614 
217226_s_at	Hs.283844	sideroflexin 3	SFXN3	NM_030971 
217227_x_at	Hs.561078	Rearranged Humigla1L1 gene encoding IgG light chain	---	--- 
217228_s_at	Hs.127735	ankyrin repeat and SOCS box-containing 4	ASB4	NM_016116 /// NM_145872 
217229_at	Hs.127735	ankyrin repeat and SOCS box-containing 4	ASB4	NM_016116 /// NM_145872 
217230_at	Hs.487027	villin 2 (ezrin)	VIL2	NM_003379 
217231_s_at	Hs.227489	microtubule associated serine/threonine kinase 1	MAST1	NM_014975 
217232_x_at	Hs.523443	hemoglobin, beta	HBB	NM_000518 
217233_at	---	---	---	--- 
217234_s_at	Hs.487027	villin 2 (ezrin)	VIL2	NM_003379 
217235_x_at	Hs.567242	Immunoglobulin lambda joining 3	IGLC2	--- 
217236_x_at	Hs.548413	IgH chain VDJC region	---	--- 
217237_at	Hs.530930	Zinc finger protein 423	ZNF423	NM_015069 
217238_s_at	Hs.530274	aldolase B, fructose-bisphosphate	ALDOB	NM_000035 
217239_x_at	Hs.512293 /// Hs.525872 /// Hs.525874	Similar to immunoglobulin M chain /// (fetal) Ig rearranged H-chain VDJ-region mRNA, clone 60P2 /// Immunoglobulin heavy chain variable region (VH III family) from IgM rheumatoid factor	---	XM_496145 
217240_at	Hs.134565	signal-regulatory protein beta 1	SIRPB1	NM_006065 
217242_at	Hs.439713	zinc finger protein 154 (pHZ-92)	ZNF154	NM_003444 
217244_at	---	---	---	--- 
217245_at	---	early lymphoid activation protein	EPAG	--- 
217246_s_at	Hs.226483	diaphanous homolog 2 (Drosophila)	DIAPH2	NM_006729 /// NM_007309 
217247_at	---	---	---	--- 
217248_s_at	Hs.22891	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	SLC7A8	NM_012244 /// NM_182728 
217249_x_at	---	---	---	--- 
217250_s_at	Hs.522898	chromodomain helicase DNA binding protein 5	CHD5	NM_015557 
217251_x_at	Hs.449599	Clone ds1-1 immunoglobulin lambda chain VJ region, (IGL)	---	--- 
217252_at	---	oxidative stress induced like	OSIL	--- 
217253_at	Hs.529638	(clone B3B3E13) Huntington's disease candidate region mRNA fragment	---	--- 
217254_s_at	Hs.2303	erythropoietin	EPO	NM_000799 
217255_at	---	oxidative stress induced like	OSIL	--- 
217256_x_at	---	---	---	--- 
217257_at	Hs.529638	(clone B3B3E13) Huntington's disease candidate region mRNA fragment	---	--- 
217258_x_at	Hs.449599	Clone ds1-1 immunoglobulin lambda chain VJ region, (IGL)	---	--- 
217259_at	Hs.343873	Myotubularin related protein 7	MTMR7	NM_004686 
217260_x_at	Hs.525648 /// Hs.560224	Polyreactive Ig rearranged mu-chain, V-D21/10-JH4 /// Immunoglobulin heavy constant mu	IGHM	--- 
217261_at	Hs.158345	testis-specific transcript, Y-linked 2	TTTY2	NR_001536 
217262_s_at	Hs.252387	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	CELSR1	NM_014246 
217263_x_at	Hs.149261	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	RUNX1	NM_001001890 /// NM_001754 
217264_s_at	Hs.130989	sodium channel, nonvoltage-gated 1 alpha	SCNN1A	NM_001038 
217265_at	Hs.200821	plasma membrane proteolipid (plasmolipin)	PLLP	NM_015993 
217266_at	Hs.558382	ribosomal protein L15 /// similar to ribosomal protein L15 /// similar to ribosomal protein L15	RPL15 /// LOC136321 /// LOC402694	NM_002948 /// XM_069842 /// XM_380042 
217267_s_at	Hs.15738	RAB7, member RAS oncogene family	RAB7	NM_004637 
217268_at	Hs.15738	RAB7, member RAS oncogene family	RAB7	NM_004637 
217269_s_at	Hs.149473	protease, serine, 7 (enterokinase)	PRSS7	NM_002772 
217270_s_at	Hs.130988	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	DYRK1B	NM_004714 /// NM_006483 /// NM_006484 
217271_at	Hs.249119	similar to Guanine nucleotide-binding protein, alpha-11 subunit (GL2) /// similar to Guanine nucleotide-binding protein, alpha-11 subunit (GL2)	LOC346329 /// LOC442567	XR_000184 /// XR_000294 
217272_s_at	Hs.241407	serpin peptidase inhibitor, clade B (ovalbumin), member 13	SERPINB13	NM_012397 
217273_at	Hs.558994	PRAME family member 10	PRAMEF10	XM_496342 
217274_x_at	Hs.463300	myosin, light polypeptide 4, alkali; atrial, embryonic	MYL4	NM_001002841 /// NM_002476 
217275_at	Hs.505323	testis-specific serine kinase 2	TSSK2	NM_053006 
217276_x_at	Hs.360940	serine hydrolase-like 2	SERHL2	NM_014509 
217277_at	---	---	---	--- 
217278_x_at	Hs.55967	short stature homeobox 2	SHOX2	NM_003030 /// NM_006884 
217279_x_at	Hs.2399	matrix metallopeptidase 14 (membrane-inserted)	MMP14	NM_004995 
217280_x_at	Hs.24969	gamma-aminobutyric acid (GABA) A receptor, alpha 5	GABRA5	NM_000810 
217281_x_at	Hs.551925	Isolate Rice94 immunoglobulin heavy chain variable region (IGVH)	---	--- 
217282_at	Hs.435938	mannosidase, alpha, class 1A, member 2	MAN1A2	NM_006699 
217283_at	Hs.55967	short stature homeobox 2	SHOX2	NM_003030 /// NM_006884 
217284_x_at	Hs.534041	serine hydrolase-like	SERHL	NM_170694 
217285_at	---	DiGeorge syndrome critical region gene 13	DGCR13	NM_001024733 
217286_s_at	Hs.437338	NDRG family member 3	NDRG3	NM_022477 /// NM_032013 
217287_s_at	Hs.159003	transient receptor potential cation channel, subfamily C, member 6	TRPC6	NM_004621 
217288_at	Hs.560103	MRNA; cDNA DKFZp564D042 (from clone DKFZp564D042)	---	--- 
217289_s_at	Hs.132760	solute carrier family 37 (glycerol-6-phosphate transporter), member 4	SLC37A4	NM_001467 
217290_at	---	---	---	--- 
217291_at	---	---	---	--- 
217292_at	Hs.343873	myotubularin related protein 7	MTMR7	NM_004686 
217293_at	---	---	---	--- 
217294_s_at	Hs.517145	enolase 1, (alpha)	ENO1	NM_001428 
217295_at	Hs.553338	mucin 8, tracheobronchial	MUC8	--- 
217296_at	Hs.512574	Killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1	KIR2DS1	NM_014512 
217297_s_at	Hs.123198	myosin IXB	MYO9B	NM_004145 
217298_at	---	---	---	--- 
217299_s_at	Hs.492208	nibrin	NBN	NM_001024688 /// NM_002485 
217300_at	---	---	---	--- 
217301_x_at	Hs.555890	retinoblastoma binding protein 4	RBBP4	NM_005610 
217302_at	Hs.553596	olfactory receptor, family 2, subfamily F, member 2	OR2F2	NM_001004685 
217303_s_at	Hs.2549	adrenergic, beta-3-, receptor	ADRB3	NM_000025 
217304_at	Hs.513987	serine hydroxymethyltransferase 1 (soluble)	SHMT1	NM_004169 /// NM_148918 
217305_s_at	Hs.320892	testicular soluble adenylyl cyclase	SAC	NM_018417 
217306_at	---	---	---	--- 
217307_at	---	---	---	--- 
217308_at	Hs.247693	olfactory receptor, family 1, subfamily F, member 2	OR1F2	NR_002169 
217309_s_at	Hs.369488	Down syndrome critical region gene 3	DSCR3	NM_006052 
217310_s_at	Hs.26023	forkhead box J3	FOXJ3	NM_014947 
217311_at	---	---	---	--- 
217312_s_at	Hs.476218	collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive)	COL7A1	NM_000094 
217313_at	---	---	---	--- 
217314_at	Hs.535112	similar to CDC37-like gene /// similar to CDC37-like gene	LOC390688 /// LOC441752	XM_372616 /// XM_497491 
217315_s_at	Hs.165296	kallikrein 13	KLK13	NM_015596 
217316_at	Hs.553776	olfactory receptor, family 7, subfamily A, member 10	OR7A10	NM_001005190 
217317_s_at	Hs.531509	D15F37 gene /// hypothetical LOC440248	D15F37 /// LOC440248	NM_001024681 /// NM_199045 
217318_x_at	Hs.380156	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2 /// killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A /// killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3 /// ... truncated at 256 characters	KIR3DL2 /// KIR2DL5A /// KIR3DL3 /// KIR3DP1 /// KIR2DL5B	NM_001015070 /// NM_001018081 /// NM_006737 /// NM_020535 /// NM_153443 
217319_x_at	Hs.1645	cytochrome P450, family 4, subfamily A, polypeptide 11 /// cytochrome P450, family 4, subfamily A, polypeptide 22	CYP4A11 /// CYP4A22	NM_000778 /// NM_001010969 
217320_at	Hs.560201	Ig rearranged gamma-chain mRNA V-region, 5' end of cds (from clone S9P16)	---	--- 
217321_x_at	Hs.526425	Ataxin 3	ATXN3	NM_001024631 /// NM_004993 /// NM_030660 
217322_x_at	---	---	---	--- 
217323_at	Hs.545653	major histocompatibility complex, class II, DR beta 6 (pseudogene)	HLA-DRB6	NR_001298 
217324_at	Hs.116092	EPH receptor B1	EPHB1	NM_004441 
217325_at	Hs.410397	keratin 3	KRT3	NM_057088 
217326_x_at	Hs.534424	T cell receptor beta chain (TCRB)	---	--- 
217327_at	---	---	---	--- 
217328_at	Hs.534424	T cell receptor beta chain (TCRB)	---	--- 
217329_x_at	---	---	---	--- 
217330_at	Hs.13318	disrupted in schizophrenia 1	DISC1	NM_001012957 /// NM_001012958 /// NM_001012959 /// NM_018662 
217331_at	Hs.331431	SCC-112 protein	SCC-112	NM_015200 
217332_at	Hs.458461	Hypothetical LOC387937	---	XM_373569 
217333_at	---	---	---	--- 
217334_at	Hs.553836	olfactory receptor, family 2, subfamily J, member 3	OR2J3	NM_001005216 
217335_at	Hs.272246	hypothetical protein FLJ11292	FLJ11292	NM_018382 
217336_at	Hs.406620	ribosomal protein S10 /// similar to 40S ribosomal protein S10 /// hypothetical LOC388885 /// similar to 40S ribosomal protein S10 /// similar to 40S ribosomal protein S10	RPS10 /// LOC158104 /// LOC388885 /// LOC390842 /// LOC401817	NM_001014 /// XM_016113 /// XM_373949 /// XM_497456 /// XM_497583 
217337_at	---	---	---	--- 
217338_at	Hs.527883	keratin 19 pseudogene	LOC160313	--- 
217339_x_at	Hs.534310	cancer/testis antigen 1B	CTAG1B	NM_001327 
217340_at	Hs.541109	ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal  ... truncated at 256 characters	RPL21 /// LOC387753 /// LOC388143 /// LOC388532 /// LOC388621 /// LOC389156 /// LOC390488 /// LOC402336 /// LOC440487 /// LOC440575 /// LOC641293	NM_000982 /// XM_370611 /// XM_370879 /// XM_371160 /// XM_371243 /// XM_371668 /// XM_372527 /// XM_378028 /// XM_496271 /// XM_496353 
217341_at	Hs.522413	dynamin 1	DNM1	NM_001005336 /// NM_004408 
217342_x_at	Hs.272246	hypothetical protein FLJ11292	FLJ11292	NM_018382 
217343_at	Hs.423598	pancreatic lipase-related protein 2	PNLIPRP2	NM_005396 
217344_at	Hs.335918	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase) /// similar to Farnesyl pyrophosphate synthetase (FPP synthetase) (FPS) (Farnesyl diphosphate synthetase)	FDPS /// LOC402397	NM_002004 /// XM_497102 
217345_at	---	---	---	--- 
217346_at	Hs.558620	peptidylprolyl isomerase A (cyclophilin A) /// similar to peptidyl-Pro cis trans isomerase /// similar to peptidyl-Pro cis trans isomerase /// similar to peptidyl-Pro cis trans isomerase /// similar to peptidyl-Pro cis trans isomerase /// similar to peptid ... truncated at 256 characters	PPIA /// LOC128192 /// LOC202227 /// LOC341457 /// LOC342541 /// LOC344797 /// LOC388817 /// LOC402252 /// LOC402644 /// LOC439953 /// LOC440063	NM_001008741 /// NM_021130 /// NM_203430 /// NM_203431 /// XM_060887 /// XM_116396 /// XM_292085 /// XM_292596 /// XM_293596 /// XM_377934 /// XM_379998 /// XM_495800 /// XM_495896 
217347_at	---	---	---	--- 
217348_x_at	Hs.443109	Rho guanine nucleotide exchange factor (GEF) 15	ARHGEF15	NM_173728 
217349_s_at	Hs.166173	LIM domain only 6	LMO6	NM_006150 
217350_at	Hs.527883	keratin 19 pseudogene	LOC160313	--- 
217351_at	---	---	---	--- 
217352_at	---	---	---	--- 
217353_at	Hs.556099	heterogeneous nuclear ribonucleoprotein A1 /// similar to Hnrpa1 protein /// similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppre ... truncated at 256 characters	HNRPA1 /// LOC120364 /// LOC284387 /// LOC285984 /// LOC344741 /// LOC388275 /// HNRPA1P4 /// LOC391670 /// LOC402112 /// LOC402562 /// LOC439963 /// LOC440125 /// LOC440396 /// LOC441507	NM_002136 /// NM_031157 /// XM_062025 /// XM_208200 /// XM_208373 /// XM_293570 /// XM_370982 /// XM_372050 /// XM_378224 /// XM_379885 /// XM_495943 /// XM_496177 /// XM_496610 /// XM_496703 /// XM_497134 
217354_s_at	Hs.404568	Hermansky-Pudlak syndrome 1	HPS1	NM_000195 /// NM_182637 /// NM_182638 /// NM_182639 
217355_at	---	---	---	--- 
217356_s_at	Hs.78771	phosphoglycerate kinase 1	PGK1	NM_000291 
217357_at	---	---	---	--- 
217358_at	Hs.521764	DnaJ (Hsp40) homolog, subfamily C, member 16	DNAJC16	NM_015291 
217359_s_at	Hs.555028	neural cell adhesion molecule 1	NCAM1	NM_000615 /// NM_181351 
217360_x_at	Hs.497723	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// hypothetical protein MGC27165	IGHA1 /// IGHG1 /// IGHG3 /// MGC27165	--- 
217361_at	---	---	---	--- 
217362_x_at	Hs.545653	major histocompatibility complex, class II, DR beta 6 (pseudogene)	HLA-DRB6	NR_001298 
217363_x_at	---	---	---	--- 
217364_x_at	Hs.404056	eukaryotic translation initiation factor 3, subunit 1 alpha, 35kDa	EIF3S1	NM_003758 
217365_at	---	PRAME family member 11	PRAMEF11	XM_496341 
217366_at	Hs.445981	catenin (cadherin-associated protein), alpha 1, 102kDa	CTNNA1	NM_001903 
217367_s_at	Hs.380133	zinc fingers and homeoboxes 3	ZHX3	NM_015035 
217368_at	---	---	---	--- 
217369_at	Hs.512293	immunoglobulin heavy constant gamma 1 (G1m marker) /// similar to immunoglobulin M chain /// similar to immunoglobulin M chain	IGHG1 /// LOC440361 /// LOC440370	XM_496145 /// XM_496158 
217370_x_at	Hs.513522	fusion (involved in t(12;16) in malignant liposarcoma)	FUS	NM_001010850 /// NM_004960 
217371_s_at	Hs.311958	interleukin 15	IL15	NM_000585 /// NM_172174 /// NM_172175 
217372_at	---	---	---	--- 
217373_x_at	Hs.369849	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	MDM2	NM_002392 /// NM_006878 /// NM_006879 /// NM_006880 /// NM_006881 /// NM_006882 
217374_x_at	Hs.561728	T cell receptor gamma variable 5	TRGV5	--- 
217375_at	---	---	---	--- 
217376_at	---	---	---	--- 
217377_x_at	Hs.410969	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	NM_001007156 /// NM_001012338 /// NM_002530 
217378_x_at	---	similar to Ig kappa chain precursor V region (orphon V108) - human  (fragment)	LOC391427	XM_372952 
217379_at	---	---	---	--- 
217380_s_at	Hs.501012	Adducin 3 (gamma)	ADD3	NM_001121 /// NM_016824 /// NM_019903 
217381_s_at	Hs.561728	T cell receptor gamma variable 5	TRGV5	--- 
217382_at	Hs.534697	similar to Chloride intracellular channel protein 1 (Nuclear chloride ion channel 27) (NCC27) (p64 CLCP) (Chloride channel ABP)	LOC390363	XM_495936 
217383_at	Hs.78771	Phosphoglycerate kinase 1	PGK1	NM_000291 
217384_x_at	Hs.512292 /// Hs.525872 /// Hs.560208 /// Hs.560216	(fetal) Ig rearranged H-chain VDJ-region mRNA, clone 60P2 /// Immunoglobulin 0-81VH /// Clone 21u-33 immunoglobulin heavy chain variable region (IGH) /// Similar to KIAA1501 protein	---	XM_370968 
217385_at	---	---	---	--- 
217386_at	---	---	---	--- 
217387_at	Hs.496593	calpain 6	CAPN6	NM_014289 
217388_s_at	Hs.470126	kynureninase (L-kynurenine hydrolase)	KYNU	NM_001032998 /// NM_003937 
217389_s_at	Hs.9754	activating transcription factor 5	ATF5	NM_012068 
217390_x_at	---	---	---	--- 
217391_x_at	---	---	---	--- 
217392_at	Hs.514934	capping protein (actin filament) muscle Z-line, alpha 1	CAPZA1	NM_006135 
217393_x_at	Hs.512569	ubiquitin-conjugating enzyme E2N-like	UBE2NL	NM_001012989 
217394_at	Hs.508883	T cell receptor alpha locus	TRA@	--- 
217395_at	Hs.194762	metallothionein IV	MT4	NM_032935 
217396_at	Hs.231850	Tubby homolog (mouse)	TUB	NM_003320 /// NM_177972 
217397_at	Hs.428848	T cell receptor V alpha gene segment V-alpha-w24, clone IGRa02	---	--- 
217398_x_at	Hs.479728	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	NM_002046 
217399_s_at	Hs.220950	forkhead box O3A	FOXO3A	NM_001455 /// NM_201559 
217400_at	---	---	---	--- 
217401_at	---	---	---	--- 
217402_at	---	---	---	--- 
217403_s_at	Hs.371335	zinc finger protein 227	ZNF227	NM_182490 
217404_s_at	Hs.408182	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	COL2A1	NM_001844 /// NM_033150 
217405_x_at	Hs.512001	glycosylphosphatidylinositol specific phospholipase D1	GPLD1	NM_001503 /// NM_177483 
217406_at	---	---	---	--- 
217407_x_at	Hs.438587	peptidylprolyl isomerase (cyclophilin)-like 2	PPIL2	NM_014337 /// NM_148175 /// NM_148176 
217408_at	Hs.274417	mitochondrial ribosomal protein S18B	MRPS18B	NM_014046 
217409_at	Hs.21213	myosin VA (heavy polypeptide 12, myoxin)	MYO5A	NM_000259 
217410_at	Hs.273330	agrin	AGRN	NM_198576 
217411_s_at	Hs.298248	ras responsive element binding protein 1	RREB1	NM_001003698 /// NM_001003699 /// NM_002955 
217412_at	Hs.494972	Rearranged T-cell receptor alpha chain mRNA, variable region	---	--- 
217413_s_at	Hs.485104	tenascin XB	TNXB	NM_019105 /// NM_032470 
217414_x_at	Hs.398636	hemoglobin, alpha 2	HBA2	NM_000517 
217415_at	Hs.270017	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	POLR2A	NM_000937 
217416_x_at	---	---	---	--- 
217417_at	Hs.21213	myosin VA (heavy polypeptide 12, myoxin)	MYO5A	NM_000259 
217418_x_at	Hs.438040	membrane-spanning 4-domains, subfamily A, member 1	MS4A1	NM_021950 /// NM_152866 
217419_x_at	Hs.273330	agrin	AGRN	NM_198576 
217420_s_at	Hs.270017	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	POLR2A	NM_000937 
217421_at	Hs.528649	piwi-like 2 (Drosophila)	PIWIL2	NM_018068 
217422_s_at	Hs.262150	CD22 antigen /// myelin associated glycoprotein	CD22 /// MAG	NM_001771 /// NM_002361 /// NM_080600 
217423_at	Hs.520554	Tubulin tyrosine ligase-like family, member 2	TTLL2	NM_031949 
217424_at	Hs.541517	MRNA; cDNA DKFZp434L098 (from clone DKFZp434L098)	---	--- 
217425_at	Hs.248144	Melanocortin 2 receptor (adrenocorticotropic hormone)	MC2R	NM_000529 
217426_at	---	---	---	--- 
217427_s_at	Hs.474206	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	HIRA	NM_003325 
217428_s_at	Hs.520339	collagen, type X, alpha 1(Schmid metaphyseal chondrodysplasia)	COL10A1	NM_000493 
217429_at	Hs.520554	Tubulin tyrosine ligase-like family, member 2	TTLL2	NM_031949 
217430_x_at	Hs.172928	collagen, type I, alpha 1	COL1A1	NM_000088 
217431_x_at	Hs.292356	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	CYBB	NM_000397 
217432_s_at	Hs.567240	iduronate 2-sulfatase (Hunter syndrome)	IDS	NM_000202 /// NM_006123 
217433_at	Hs.279245	transforming, acidic coiled-coil containing protein 1	TACC1	NM_006283 
217434_at	Hs.248144	melanocortin 2 receptor (adrenocorticotropic hormone)	MC2R	NM_000529 
217435_x_at	---	---	---	--- 
217436_x_at	Hs.512152	HLA-G histocompatibility antigen, class I, G /// major histocompatibility complex, class I, H (pseudogene)	HLA-G /// HLA-H	NM_002127 /// NR_001434 
217437_s_at	Hs.279245	transforming, acidic coiled-coil containing protein 1	TACC1	NM_006283 
217438_at	Hs.479298	Hypothetical protein MGC29898	MGC29898	NM_145048 
217439_at	---	---	---	--- 
217440_at	Hs.545039	MRNA; cDNA DKFZp566A193 (from clone DKFZp566A193)	---	--- 
217441_at	Hs.480597	ubiquitin specific peptidase 33	USP33	NM_015017 /// NM_201624 /// NM_201626 
217442_at	Hs.365689	Immunoglobulin superfamily, member 4B	IGSF4B	NM_021189 
217443_at	Hs.513658	MRNA; cDNA DKFZp434F104 (from clone DKFZp434F104)	---	--- 
217444_at	Hs.516977	Chromosome 20 open reading frame 112	C20orf112	NM_080616 
217445_s_at	Hs.473648	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	GART	NM_000819 /// NM_175085 
217446_x_at	Hs.554681	MRNA; cDNA DKFZp434M054 (from clone DKFZp434M054)	---	--- 
217447_at	Hs.515354	myelin associated glycoprotein	MAG	NM_002361 /// NM_080600 
217448_s_at	Hs.555910	chromosome 14 open reading frame 92 /// similar to Epidermal Langerhans cell protein LCP1	C14orf92 /// LOC285412	NM_014828 /// XM_208319 
